Acronym,RGB Triplet,RGB Triplet,red,green,blue,Hexidecimal,Graph ID,Graph Order,ID,ID16,Name,Structure ID Path,Structure ID Path16,Parent ID,Parent ID16,Source,,,
r11,"[191,217,191]","191,217,191",191,217,191,BFD9BF,17,2322,17596,17596,rhombomere 11,/15564/15565/16808/17352/17596/,/15564/15565/16808/17352/17596/,17352,17352,Allen,,,
r7R,"[110,232,212]","110,232,212",110,232,212,6EE8D4,17,2002,17354,17354,r7 roof plate,/15564/15565/16808/17352/17353/17354/,/15564/15565/16808/17352/17353/17354/,17353,17353,Allen,,,
r7A,"[18,217,185]","18,217,185",18,217,185,12D9B9,17,2003,17355,17355,r7 alar plate,/15564/15565/16808/17352/17353/17355/,/15564/15565/16808/17352/17353/17355/,17353,17353,Allen,,,
r7B,"[14,174,148]","14,174,148",14,174,148,0EAE94,17,2042,17380,17380,r7 basal plate,/15564/15565/16808/17352/17353/17380/,/15564/15565/16808/17352/17353/17380/,17353,17353,Allen,,,
r7F,"[13,152,130]","13,152,130",13,152,130,0D9882,17,2079,17415,17415,r7 floor plate,/15564/15565/16808/17352/17353/17415/,/15564/15565/16808/17352/17353/17415/,17353,17353,Allen,,,
r7Av,"[18,217,185]","18,217,185",18,217,185,12D9B9,17,2004,111220806,20806,ventricular zone of r7A,/15564/15565/16808/17352/17353/17355/111220806/,/15564/15565/16808/17352/17353/17355/20806/,17355,17355,Allen,,,
r7Am,"[86,228,205]","86,228,205",86,228,205,56E4CD,17,2005,111220808,20808,mantle zone of r7A,/15564/15565/16808/17352/17353/17355/111220808/,/15564/15565/16808/17352/17353/17355/20808/,17355,17355,Allen,,,
r7Co,"[18,217,185]","18,217,185",18,217,185,12D9B9,17,2006,17356,17356,r7 part of cochlear column,/15564/15565/16808/17352/17353/17355/17356/,/15564/15565/16808/17352/17353/17355/17356/,17355,17355,Allen,,,
r7Ve,"[18,217,185]","18,217,185",18,217,185,12D9B9,17,2014,17361,17361,r7 part of the vestibular column,/15564/15565/16808/17352/17353/17355/17361/,/15564/15565/16808/17352/17353/17355/17361/,17355,17355,Allen,,,
r7Tr,"[18,217,185]","18,217,185",18,217,185,12D9B9,17,2022,17366,17366,r7 part of the trigeminal column,/15564/15565/16808/17352/17353/17355/17366/,/15564/15565/16808/17352/17353/17355/17366/,17355,17355,Allen,,,
r7Lim,"[18,217,185]","18,217,185",18,217,185,12D9B9,17,2032,17373,17373,liminal part of the r7 alar plate,/15564/15565/16808/17352/17353/17355/17373/,/15564/15565/16808/17352/17353/17355/17373/,17355,17355,Allen,,,
r7Cov,"[18,217,185]","18,217,185",18,217,185,12D9B9,17,2007,17357,17357,ventricular zone of r7Co,/15564/15565/16808/17352/17353/17355/17356/17357/,/15564/15565/16808/17352/17353/17355/17356/17357/,17356,17356,Allen,,,
r7Com,"[86,228,205]","86,228,205",86,228,205,56E4CD,17,2008,17358,17358,mantle zone of r7Co,/15564/15565/16808/17352/17353/17355/17356/17358/,/15564/15565/16808/17352/17353/17355/17356/17358/,17356,17356,Allen,,,
r7Cop,"[86,228,205]","86,228,205",86,228,205,56E4CD,17,2009,111220810,20810,periventricular stratum of r7Co,/15564/15565/16808/17352/17353/17355/17356/17358/111220810/,/15564/15565/16808/17352/17353/17355/17356/17358/20810/,17358,17358,Allen,,,
r7Coi,"[86,228,205]","86,228,205",86,228,205,56E4CD,17,2011,111220812,20812,intermediate stratum of r7Co,/15564/15565/16808/17352/17353/17355/17356/17358/111220812/,/15564/15565/16808/17352/17353/17355/17356/17358/20812/,17358,17358,Allen,,,
r7Cos,"[86,228,205]","86,228,205",86,228,205,56E4CD,17,2012,111220814,20814,superficial stratum of r7Co,/15564/15565/16808/17352/17353/17355/17356/17358/111220814/,/15564/15565/16808/17352/17353/17355/17356/17358/20814/,17358,17358,Allen,,,
r7Vev,"[18,217,185]","18,217,185",18,217,185,12D9B9,17,2015,17362,17362,ventricular zone of r7Ve,/15564/15565/16808/17352/17353/17355/17361/17362/,/15564/15565/16808/17352/17353/17355/17361/17362/,17361,17361,Allen,,,
r7Vem,"[86,228,205]","86,228,205",86,228,205,56E4CD,17,2016,17363,17363,mantle zone of r7Ve,/15564/15565/16808/17352/17353/17355/17361/17363/,/15564/15565/16808/17352/17353/17355/17361/17363/,17361,17361,Allen,,,
r7Vep,"[86,228,205]","86,228,205",86,228,205,56E4CD,17,2017,111220816,20816,periventricular stratum of r7Ve,/15564/15565/16808/17352/17353/17355/17361/17363/111220816/,/15564/15565/16808/17352/17353/17355/17361/17363/20816/,17363,17363,Allen,,,
r7Vei,"[86,228,205]","86,228,205",86,228,205,56E4CD,17,2019,111220818,20818,intermediate stratum of r7Ve,/15564/15565/16808/17352/17353/17355/17361/17363/111220818/,/15564/15565/16808/17352/17353/17355/17361/17363/20818/,17363,17363,Allen,,,
r7Ves,"[86,228,205]","86,228,205",86,228,205,56E4CD,17,2020,111220820,20820,superficial stratum of r7Ve,/15564/15565/16808/17352/17353/17355/17361/17363/111220820/,/15564/15565/16808/17352/17353/17355/17361/17363/20820/,17363,17363,Allen,,,
r7Trv,"[18,217,185]","18,217,185",18,217,185,12D9B9,17,2023,17367,17367,ventricular zone of r7Tr,/15564/15565/16808/17352/17353/17355/17366/17367/,/15564/15565/16808/17352/17353/17355/17366/17367/,17366,17366,Allen,,,
r7Trm,"[86,228,205]","86,228,205",86,228,205,56E4CD,17,2024,17368,17368,mantle zone of r7Tr,/15564/15565/16808/17352/17353/17355/17366/17368/,/15564/15565/16808/17352/17353/17355/17366/17368/,17366,17366,Allen,,,
r7Trp,"[86,228,205]","86,228,205",86,228,205,56E4CD,17,2025,111220822,20822,periventricular stratum of r7Tr,/15564/15565/16808/17352/17353/17355/17366/17368/111220822/,/15564/15565/16808/17352/17353/17355/17366/17368/20822/,17368,17368,Allen,,,
r7Tri,"[86,228,205]","86,228,205",86,228,205,56E4CD,17,2027,111220824,20824,intermediate stratum of r7Tr,/15564/15565/16808/17352/17353/17355/17366/17368/111220824/,/15564/15565/16808/17352/17353/17355/17366/17368/20824/,17368,17368,Allen,,,
r7Trs,"[86,228,205]","86,228,205",86,228,205,56E4CD,17,2030,111220826,20826,superficial stratum of r7Tr,/15564/15565/16808/17352/17353/17355/17366/17368/111220826/,/15564/15565/16808/17352/17353/17355/17366/17368/20826/,17368,17368,Allen,,,
r7Limv,"[18,217,185]","18,217,185",18,217,185,12D9B9,17,2033,17374,17374,ventricular zone of r7Lim,/15564/15565/16808/17352/17353/17355/17373/17374/,/15564/15565/16808/17352/17353/17355/17373/17374/,17373,17373,Allen,,,
r7Limm,"[86,228,205]","86,228,205",86,228,205,56E4CD,17,2034,17375,17375,mantle zone of r7Lim,/15564/15565/16808/17352/17353/17355/17373/17375/,/15564/15565/16808/17352/17353/17355/17373/17375/,17373,17373,Allen,,,
r7Limp,"[86,228,205]","86,228,205",86,228,205,56E4CD,17,2035,111220828,20828,periventricular stratum of r7Lim,/15564/15565/16808/17352/17353/17355/17373/17375/111220828/,/15564/15565/16808/17352/17353/17355/17373/17375/20828/,17375,17375,Allen,,,
r7Limi,"[86,228,205]","86,228,205",86,228,205,56E4CD,17,2038,111220830,20830,intermediate stratum of r7Lim,/15564/15565/16808/17352/17353/17355/17373/17375/111220830/,/15564/15565/16808/17352/17353/17355/17373/17375/20830/,17375,17375,Allen,,,
r7Lims,"[86,228,205]","86,228,205",86,228,205,56E4CD,17,2040,111220832,20832,superficial stratum of r7Lim,/15564/15565/16808/17352/17353/17355/17373/17375/111220832/,/15564/15565/16808/17352/17353/17355/17373/17375/20832/,17375,17375,Allen,,,
r7Bv,"[14,174,148]","14,174,148",14,174,148,0EAE94,17,2043,111220834,20834,ventricular zone of r7B,/15564/15565/16808/17352/17353/17380/111220834/,/15564/15565/16808/17352/17353/17380/20834/,17380,17380,Allen,,,
r7Bm,"[16,195,167]","16,195,167",16,195,167,10C3A7,17,2044,111220836,20836,mantle zone of r7B,/15564/15565/16808/17352/17353/17380/111220836/,/15564/15565/16808/17352/17353/17380/20836/,17380,17380,Allen,,,
r7BL,"[14,174,148]","14,174,148",14,174,148,0EAE94,17,2045,17381,17381,lateral part of r7B,/15564/15565/16808/17352/17353/17380/17381/,/15564/15565/16808/17352/17353/17380/17381/,17380,17380,Allen,,,
r7BI,"[14,174,148]","14,174,148",14,174,148,0EAE94,17,2054,17390,17390,intermediate part of r7B,/15564/15565/16808/17352/17353/17380/17390/,/15564/15565/16808/17352/17353/17380/17390/,17380,17380,Allen,,,
r7BM,"[14,174,148]","14,174,148",14,174,148,0EAE94,17,2064,17400,17400,medial part of r7B,/15564/15565/16808/17352/17353/17380/17400/,/15564/15565/16808/17352/17353/17380/17400/,17380,17380,Allen,,,
r7BLv,"[14,174,148]","14,174,148",14,174,148,0EAE94,17,2046,17382,17382,ventricular zone of r7BL,/15564/15565/16808/17352/17353/17380/17381/17382/,/15564/15565/16808/17352/17353/17380/17381/17382/,17381,17381,Allen,,,
r7BLm,"[16,195,167]","16,195,167",16,195,167,10C3A7,17,2047,17383,17383,mantle zone of r7BL,/15564/15565/16808/17352/17353/17380/17381/17383/,/15564/15565/16808/17352/17353/17380/17381/17383/,17381,17381,Allen,,,
r7BLp,"[16,195,167]","16,195,167",16,195,167,10C3A7,17,2048,17384,17384,periventricular stratum of r7BL,/15564/15565/16808/17352/17353/17380/17381/17383/17384/,/15564/15565/16808/17352/17353/17380/17381/17383/17384/,17383,17383,Allen,,,
r7BLi,"[16,195,167]","16,195,167",16,195,167,10C3A7,17,2050,17386,17386,intermediate stratum of r7BL,/15564/15565/16808/17352/17353/17380/17381/17383/17386/,/15564/15565/16808/17352/17353/17380/17381/17383/17386/,17383,17383,Allen,,,
r7BLs,"[16,195,167]","16,195,167",16,195,167,10C3A7,17,2052,17388,17388,superficial stratum of r7BL,/15564/15565/16808/17352/17353/17380/17381/17383/17388/,/15564/15565/16808/17352/17353/17380/17381/17383/17388/,17383,17383,Allen,,,
r7BLIZ,"[16,195,167]","16,195,167",16,195,167,10C3A7,17,2049,17385,17385,r7 part of the basolateral intermediate zone,/15564/15565/16808/17352/17353/17380/17381/17383/17384/17385/,/15564/15565/16808/17352/17353/17380/17381/17383/17384/17385/,17384,17384,Allen,,,
r7BLRt,"[16,195,167]","16,195,167",16,195,167,10C3A7,17,2051,17387,17387,r7 part of basolateral reticular formation,/15564/15565/16808/17352/17353/17380/17381/17383/17386/17387/,/15564/15565/16808/17352/17353/17380/17381/17383/17386/17387/,17386,17386,Allen,,,
RVL,"[16,195,167]","16,195,167",16,195,167,10C3A7,17,2053,17389,17389,rostral ventrolateral reticular area,/15564/15565/16808/17352/17353/17380/17381/17383/17388/17389/,/15564/15565/16808/17352/17353/17380/17381/17383/17388/17389/,17388,17388,Allen,,,
r7BIv,"[14,174,148]","14,174,148",14,174,148,0EAE94,17,2055,17391,17391,ventricular zone of r7BI,/15564/15565/16808/17352/17353/17380/17390/17391/,/15564/15565/16808/17352/17353/17380/17390/17391/,17390,17390,Allen,,,
r7BIm,"[16,195,167]","16,195,167",16,195,167,10C3A7,17,2056,17392,17392,mantle zone of r7BI,/15564/15565/16808/17352/17353/17380/17390/17392/,/15564/15565/16808/17352/17353/17380/17390/17392/,17390,17390,Allen,,,
r7BIp,"[16,195,167]","16,195,167",16,195,167,10C3A7,17,2057,17393,17393,periventricular stratum of r7BI,/15564/15565/16808/17352/17353/17380/17390/17392/17393/,/15564/15565/16808/17352/17353/17380/17390/17392/17393/,17392,17392,Allen,,,
r7BIi,"[16,195,167]","16,195,167",16,195,167,10C3A7,17,2059,17395,17395,intermediate stratum of r7BI,/15564/15565/16808/17352/17353/17380/17390/17392/17395/,/15564/15565/16808/17352/17353/17380/17390/17392/17395/,17392,17392,Allen,,,
r7BIs,"[16,195,167]","16,195,167",16,195,167,10C3A7,17,2061,17397,17397,superficial stratum of r7BI,/15564/15565/16808/17352/17353/17380/17390/17392/17397/,/15564/15565/16808/17352/17353/17380/17390/17392/17397/,17392,17392,Allen,,,
r7BIIZ,"[16,195,167]","16,195,167",16,195,167,10C3A7,17,2058,17394,17394,r7 part of the basointermediate intermediate zone,/15564/15565/16808/17352/17353/17380/17390/17392/17393/17394/,/15564/15565/16808/17352/17353/17380/17390/17392/17393/17394/,17393,17393,Allen,,,
r7BIRt,"[16,195,167]","16,195,167",16,195,167,10C3A7,17,2060,17396,17396,r7 part of the basointermediate reticular formation,/15564/15565/16808/17352/17353/17380/17390/17392/17395/17396/,/15564/15565/16808/17352/17353/17380/17390/17392/17395/17396/,17395,17395,Allen,,,
r7PGi,"[16,195,167]","16,195,167",16,195,167,10C3A7,17,2062,17398,17398,r7 part of paragigantocellular nucleus,/15564/15565/16808/17352/17353/17380/17390/17392/17397/17398/,/15564/15565/16808/17352/17353/17380/17390/17392/17397/17398/,17397,17397,Allen,,,
r7RVM,"[16,195,167]","16,195,167",16,195,167,10C3A7,17,2063,17399,17399,r7 part of rostral ventromedial reticular area,/15564/15565/16808/17352/17353/17380/17390/17392/17397/17399/,/15564/15565/16808/17352/17353/17380/17390/17392/17397/17399/,17397,17397,Allen,,,
r7BMv,"[14,174,148]","14,174,148",14,174,148,0EAE94,17,2065,17401,17401,ventricular zone of r7BM,/15564/15565/16808/17352/17353/17380/17400/17401/,/15564/15565/16808/17352/17353/17380/17400/17401/,17400,17400,Allen,,,
r7BMm,"[16,195,167]","16,195,167",16,195,167,10C3A7,17,2066,17402,17402,mantle zone of r7BM,/15564/15565/16808/17352/17353/17380/17400/17402/,/15564/15565/16808/17352/17353/17380/17400/17402/,17400,17400,Allen,,,
r7BMp,"[16,195,167]","16,195,167",16,195,167,10C3A7,17,2067,17403,17403,periventricular stratum of r7BM,/15564/15565/16808/17352/17353/17380/17400/17402/17403/,/15564/15565/16808/17352/17353/17380/17400/17402/17403/,17402,17402,Allen,,,
r7BMi,"[16,195,167]","16,195,167",16,195,167,10C3A7,17,2071,17407,17407,intermediate stratum of r7BM,/15564/15565/16808/17352/17353/17380/17400/17402/17407/,/15564/15565/16808/17352/17353/17380/17400/17402/17407/,17402,17402,Allen,,,
r7BMs,"[16,195,167]","16,195,167",16,195,167,10C3A7,17,2076,17412,17412,superficial stratum of r7BM,/15564/15565/16808/17352/17353/17380/17400/17402/17412/,/15564/15565/16808/17352/17353/17380/17400/17402/17412/,17402,17402,Allen,,,
r7Pr,"[16,195,167]","16,195,167",16,195,167,10C3A7,17,2068,17404,17404,r7 part of nucleus prepositus,/15564/15565/16808/17352/17353/17380/17400/17402/17403/17404/,/15564/15565/16808/17352/17353/17380/17400/17402/17403/17404/,17403,17403,Allen,,,
r7-12M,"[16,195,167]","16,195,167",16,195,167,10C3A7,17,2069,17405,17405,r7 portion of the hypoglossal motor nucleus,/15564/15565/16808/17352/17353/17380/17400/17402/17403/17405/,/15564/15565/16808/17352/17353/17380/17400/17402/17403/17405/,17403,17403,Allen,,,
r7Ro,"[16,195,167]","16,195,167",16,195,167,10C3A7,17,2070,17406,17406,r7 part of the nucleus of Roller,/15564/15565/16808/17352/17353/17380/17400/17402/17403/17406/,/15564/15565/16808/17352/17353/17380/17400/17402/17403/17406/,17403,17403,Allen,,,
r7-RO,"[16,195,167]","16,195,167",16,195,167,10C3A7,17,2072,17408,17408,r7 raphe obscurus cell population,/15564/15565/16808/17352/17353/17380/17400/17402/17407/17408/,/15564/15565/16808/17352/17353/17380/17400/17402/17407/17408/,17407,17407,Allen,,,
r7BMRt,"[16,195,167]","16,195,167",16,195,167,10C3A7,17,2073,17409,17409,r7 part of basomedial reticular formation,/15564/15565/16808/17352/17353/17380/17400/17402/17407/17409/,/15564/15565/16808/17352/17353/17380/17400/17402/17407/17409/,17407,17407,Allen,,,
r7Gi,"[16,195,167]","16,195,167",16,195,167,10C3A7,17,2074,17410,17410,r7 part of gigantocellular reticular area,/15564/15565/16808/17352/17353/17380/17400/17402/17407/17410/,/15564/15565/16808/17352/17353/17380/17400/17402/17407/17410/,17407,17407,Allen,,,
r7GiV,"[16,195,167]","16,195,167",16,195,167,10C3A7,17,2075,17411,17411,r7 part of ventral gigangocellular reticular area,/15564/15565/16808/17352/17353/17380/17400/17402/17407/17411/,/15564/15565/16808/17352/17353/17380/17400/17402/17407/17411/,17407,17407,Allen,,,
r7-RP,"[16,195,167]","16,195,167",16,195,167,10C3A7,17,2077,17413,17413,r7 raphe pallidus cell population,/15564/15565/16808/17352/17353/17380/17400/17402/17412/17413/,/15564/15565/16808/17352/17353/17380/17400/17402/17412/17413/,17412,17412,Allen,,,
r7PPy,"[16,195,167]","16,195,167",16,195,167,10C3A7,17,2078,17414,17414,r7 part of parapyramidal nucleus,/15564/15565/16808/17352/17353/17380/17400/17402/17412/17414/,/15564/15565/16808/17352/17353/17380/17400/17402/17412/17414/,17412,17412,Allen,,,
r7Fv,"[9,143,122]","9,143,122",9,143,122,098F7A,17,2080,112892383,22383,ventricular zone of r7F,/15564/15565/16808/17352/17353/17415/112892383/,/15564/15565/16808/17352/17353/17415/22383/,17415,17415,Allen,,,
r7Fm,"[14,174,148]","14,174,148",14,174,148,0EAE94,17,2081,112892385,22385,mantle zone of r7F,/15564/15565/16808/17352/17353/17415/112892385/,/15564/15565/16808/17352/17353/17415/22385/,17415,17415,Allen,,,
r8R,"[129,228,209]","129,228,209",129,228,209,81E4D1,17,2086,17417,17417,r8 roof plate,/15564/15565/16808/17352/17416/17417/,/15564/15565/16808/17352/17416/17417/,17416,17416,Allen,,,
r8A,"[79,217,191]","79,217,191",79,217,191,4FD9BF,17,2087,17418,17418,r8 alar plate,/15564/15565/16808/17352/17416/17418/,/15564/15565/16808/17352/17416/17418/,17416,17416,Allen,,,
r8B,"[63,174,153]","63,174,153",63,174,153,3FAE99,17,2118,17437,17437,r8 basal plate,/15564/15565/16808/17352/17416/17437/,/15564/15565/16808/17352/17416/17437/,17416,17416,Allen,,,
r8F,"[55,152,134]","55,152,134",55,152,134,379886,17,2158,17475,17475,r8 floor plate,/15564/15565/16808/17352/17416/17475/,/15564/15565/16808/17352/17416/17475/,17416,17416,Allen,,,
r8Av,"[79,217,191]","79,217,191",79,217,191,4FD9BF,17,2088,111220838,20838,ventricular zone of r8A,/15564/15565/16808/17352/17416/17418/111220838/,/15564/15565/16808/17352/17416/17418/20838/,17418,17418,Allen,,,
r8Am,"[121,226,206]","121,226,206",121,226,206,79E2CE,17,2089,111220840,20840,mantle zone of r8A,/15564/15565/16808/17352/17416/17418/111220840/,/15564/15565/16808/17352/17416/17418/20840/,17418,17418,Allen,,,
r8Ve,"[79,217,191]","79,217,191",79,217,191,4FD9BF,17,2090,17419,17419,r8 part of the vestibular column,/15564/15565/16808/17352/17416/17418/17419/,/15564/15565/16808/17352/17416/17418/17419/,17418,17418,Allen,,,
r8Tr,"[79,217,191]","79,217,191",79,217,191,4FD9BF,17,2098,17424,17424,r8 part of the trigeminal column,/15564/15565/16808/17352/17416/17418/17424/,/15564/15565/16808/17352/17416/17418/17424/,17418,17418,Allen,,,
r8Lim,"[79,217,191]","79,217,191",79,217,191,4FD9BF,17,2108,17431,17431,liminal part of the r8 alar plate,/15564/15565/16808/17352/17416/17418/17431/,/15564/15565/16808/17352/17416/17418/17431/,17418,17418,Allen,,,
r8Vev,"[79,217,191]","79,217,191",79,217,191,4FD9BF,17,2091,17420,17420,ventricular zone of r8Ve,/15564/15565/16808/17352/17416/17418/17419/17420/,/15564/15565/16808/17352/17416/17418/17419/17420/,17419,17419,Allen,,,
r8Vem,"[121,226,206]","121,226,206",121,226,206,79E2CE,17,2092,17421,17421,mantle zone of r8Ve,/15564/15565/16808/17352/17416/17418/17419/17421/,/15564/15565/16808/17352/17416/17418/17419/17421/,17419,17419,Allen,,,
r8Vep,"[121,226,206]","121,226,206",121,226,206,79E2CE,17,2093,111220842,20842,periventricular stratum of r8Ve,/15564/15565/16808/17352/17416/17418/17419/17421/111220842/,/15564/15565/16808/17352/17416/17418/17419/17421/20842/,17421,17421,Allen,,,
r8Vei,"[121,226,206]","121,226,206",121,226,206,79E2CE,17,2095,111220844,20844,intermediate stratum of r8Ve,/15564/15565/16808/17352/17416/17418/17419/17421/111220844/,/15564/15565/16808/17352/17416/17418/17419/17421/20844/,17421,17421,Allen,,,
r8Ves,"[121,226,206]","121,226,206",121,226,206,79E2CE,17,2097,111220846,20846,superficial stratum of r8Ve,/15564/15565/16808/17352/17416/17418/17419/17421/111220846/,/15564/15565/16808/17352/17416/17418/17419/17421/20846/,17421,17421,Allen,,,
r8Trv,"[79,217,191]","79,217,191",79,217,191,4FD9BF,17,2099,17425,17425,ventricular zone of r8Tr,/15564/15565/16808/17352/17416/17418/17424/17425/,/15564/15565/16808/17352/17416/17418/17424/17425/,17424,17424,Allen,,,
r8Trm,"[121,226,206]","121,226,206",121,226,206,79E2CE,17,2100,17426,17426,mantle zone of r8Tr,/15564/15565/16808/17352/17416/17418/17424/17426/,/15564/15565/16808/17352/17416/17418/17424/17426/,17424,17424,Allen,,,
r8Trp,"[121,226,206]","121,226,206",121,226,206,79E2CE,17,2101,111220848,20848,periventricular stratum of r8Tr,/15564/15565/16808/17352/17416/17418/17424/17426/111220848/,/15564/15565/16808/17352/17416/17418/17424/17426/20848/,17426,17426,Allen,,,
r8Tri,"[121,226,206]","121,226,206",121,226,206,79E2CE,17,2103,111220850,20850,intermediate stratum of r8Tr,/15564/15565/16808/17352/17416/17418/17424/17426/111220850/,/15564/15565/16808/17352/17416/17418/17424/17426/20850/,17426,17426,Allen,,,
r8Trs,"[121,226,206]","121,226,206",121,226,206,79E2CE,17,2106,111220852,20852,superficial stratum of r8Tr,/15564/15565/16808/17352/17416/17418/17424/17426/111220852/,/15564/15565/16808/17352/17416/17418/17424/17426/20852/,17426,17426,Allen,,,
r8Limv,"[79,217,191]","79,217,191",79,217,191,4FD9BF,17,2109,17432,17432,ventricular zone of r8Lim,/15564/15565/16808/17352/17416/17418/17431/17432/,/15564/15565/16808/17352/17416/17418/17431/17432/,17431,17431,Allen,,,
r8Limm,"[121,226,206]","121,226,206",121,226,206,79E2CE,17,2110,17433,17433,mantle zone of r8Lim,/15564/15565/16808/17352/17416/17418/17431/17433/,/15564/15565/16808/17352/17416/17418/17431/17433/,17431,17431,Allen,,,
r8Limp,"[121,226,206]","121,226,206",121,226,206,79E2CE,17,2111,111220854,20854,periventricular stratum of r8Lim,/15564/15565/16808/17352/17416/17418/17431/17433/111220854/,/15564/15565/16808/17352/17416/17418/17431/17433/20854/,17433,17433,Allen,,,
r8Limi,"[121,226,206]","121,226,206",121,226,206,79E2CE,17,2114,111220856,20856,intermediate stratum of r8Lim,/15564/15565/16808/17352/17416/17418/17431/17433/111220856/,/15564/15565/16808/17352/17416/17418/17431/17433/20856/,17433,17433,Allen,,,
r8Lims,"[121,226,206]","121,226,206",121,226,206,79E2CE,17,2116,111220858,20858,superficial stratum of r8Lim,/15564/15565/16808/17352/17416/17418/17431/17433/111220858/,/15564/15565/16808/17352/17416/17418/17431/17433/20858/,17433,17433,Allen,,,
r8Bv,"[63,174,153]","63,174,153",63,174,153,3FAE99,17,2119,111220860,20860,ventricular zone of r8B,/15564/15565/16808/17352/17416/17437/111220860/,/15564/15565/16808/17352/17416/17437/20860/,17437,17437,Allen,,,
r8Bm,"[71,195,172]","71,195,172",71,195,172,47C3AC,17,2120,111220862,20862,mantle zone of r8B,/15564/15565/16808/17352/17416/17437/111220862/,/15564/15565/16808/17352/17416/17437/20862/,17437,17437,Allen,,,
r8BL,"[63,174,153]","63,174,153",63,174,153,3FAE99,17,2121,17438,17438,lateral part of r8B,/15564/15565/16808/17352/17416/17437/17438/,/15564/15565/16808/17352/17416/17437/17438/,17437,17437,Allen,,,
r8BI,"[63,174,153]","63,174,153",63,174,153,3FAE99,17,2132,17449,17449,intermediate part of r8B,/15564/15565/16808/17352/17416/17437/17449/,/15564/15565/16808/17352/17416/17437/17449/,17437,17437,Allen,,,
r8BM,"[63,174,153]","63,174,153",63,174,153,3FAE99,17,2143,17460,17460,medial part of r8B,/15564/15565/16808/17352/17416/17437/17460/,/15564/15565/16808/17352/17416/17437/17460/,17437,17437,Allen,,,
r8BLv,"[63,174,153]","63,174,153",63,174,153,3FAE99,17,2122,17439,17439,ventricular zone of r8BL,/15564/15565/16808/17352/17416/17437/17438/17439/,/15564/15565/16808/17352/17416/17437/17438/17439/,17438,17438,Allen,,,
r8BLm,"[71,195,172]","71,195,172",71,195,172,47C3AC,17,2123,17440,17440,mantle zone of r8BL,/15564/15565/16808/17352/17416/17437/17438/17440/,/15564/15565/16808/17352/17416/17437/17438/17440/,17438,17438,Allen,,,
r8BLp,"[71,195,172]","71,195,172",71,195,172,47C3AC,17,2124,17441,17441,periventricular stratum of r8BL,/15564/15565/16808/17352/17416/17437/17438/17440/17441/,/15564/15565/16808/17352/17416/17437/17438/17440/17441/,17440,17440,Allen,,,
r8BLi,"[71,195,172]","71,195,172",71,195,172,47C3AC,17,2126,17443,17443,intermediate stratum of r8BL,/15564/15565/16808/17352/17416/17437/17438/17440/17443/,/15564/15565/16808/17352/17416/17437/17438/17440/17443/,17440,17440,Allen,,,
r8BLs,"[71,195,172]","71,195,172",71,195,172,47C3AC,17,2128,17445,17445,superficial stratum of r8BL,/15564/15565/16808/17352/17416/17437/17438/17440/17445/,/15564/15565/16808/17352/17416/17437/17438/17440/17445/,17440,17440,Allen,,,
r8-BLIZ,"[71,195,172]","71,195,172",71,195,172,47C3AC,17,2125,17442,17442,r8 part of basolateral intermediate zone,/15564/15565/16808/17352/17416/17437/17438/17440/17441/17442/,/15564/15565/16808/17352/17416/17437/17438/17440/17441/17442/,17441,17441,Allen,,,
r8BLRt,"[71,195,172]","71,195,172",71,195,172,47C3AC,17,2127,17444,17444,r8 part of basolateral reticular formation,/15564/15565/16808/17352/17416/17437/17438/17440/17443/17444/,/15564/15565/16808/17352/17416/17437/17438/17440/17443/17444/,17443,17443,Allen,,,
r8LRt,"[71,195,172]","71,195,172",71,195,172,47C3AC,17,2129,17446,17446,r8 part of lateral reticular nucleus,/15564/15565/16808/17352/17416/17437/17438/17440/17445/17446/,/15564/15565/16808/17352/17416/17437/17438/17440/17445/17446/,17445,17445,Allen,,,
r8LRtPC,"[71,195,172]","71,195,172",71,195,172,47C3AC,17,2130,17447,17447,parvocellular part of r8LRt,/15564/15565/16808/17352/17416/17437/17438/17440/17445/17447/,/15564/15565/16808/17352/17416/17437/17438/17440/17445/17447/,17445,17445,Allen,,,
r8Li,"[71,195,172]","71,195,172",71,195,172,47C3AC,17,2131,17448,17448,r8 part of linear nucleus,/15564/15565/16808/17352/17416/17437/17438/17440/17445/17448/,/15564/15565/16808/17352/17416/17437/17438/17440/17445/17448/,17445,17445,Allen,,,
r8BIv,"[63,174,153]","63,174,153",63,174,153,3FAE99,17,2133,17450,17450,ventricular zone of r8BI,/15564/15565/16808/17352/17416/17437/17449/17450/,/15564/15565/16808/17352/17416/17437/17449/17450/,17449,17449,Allen,,,
r8BIm,"[71,195,172]","71,195,172",71,195,172,47C3AC,17,2134,17451,17451,mantle zone of r8BI,/15564/15565/16808/17352/17416/17437/17449/17451/,/15564/15565/16808/17352/17416/17437/17449/17451/,17449,17449,Allen,,,
r8BIp,"[71,195,172]","71,195,172",71,195,172,47C3AC,17,2135,17452,17452,periventricular stratum of r8BI,/15564/15565/16808/17352/17416/17437/17449/17451/17452/,/15564/15565/16808/17352/17416/17437/17449/17451/17452/,17451,17451,Allen,,,
r8BIi,"[71,195,172]","71,195,172",71,195,172,47C3AC,17,2138,17455,17455,intermediate stratum of r8BI,/15564/15565/16808/17352/17416/17437/17449/17451/17455/,/15564/15565/16808/17352/17416/17437/17449/17451/17455/,17451,17451,Allen,,,
