Acronym,RGB Triplet,RGB Triplet,red,green,blue,Hexidecimal,Graph ID,Graph Order,ID,ID16,Name,Structure ID Path,Structure ID Path16,Parent ID,Parent ID16,Source,,,
isPN,"[211,50,230]","211,50,230",211,50,230,D332E6,17,1422,16910,16910,isthmic portion of paranigral nucleus,/15564/15565/16808/16809/16810/16876/16877/16897/16899/16907/16910/,/15564/15565/16808/16809/16810/16876/16877/16897/16899/16907/16910/,16907,16907,Allen,,,
isFv,"[152,36,166]","152,36,166",152,36,166,9824A6,17,1424,16912,16912,ventricular zone of isF,/15564/15565/16808/16809/16810/16911/16912/,/15564/15565/16808/16809/16810/16911/16912/,16911,16911,Allen,,,
isFm,"[187,44,204]","187,44,204",187,44,204,BB2CCC,17,1425,16913,16913,mantle zone of isF,/15564/15565/16808/16809/16810/16911/16913/,/15564/15565/16808/16809/16810/16911/16913/,16911,16911,Allen,,,
isFp,"[187,44,204]","187,44,204",187,44,204,BB2CCC,17,1426,112892317,22317,periventricular stratum of isF,/15564/15565/16808/16809/16810/16911/16913/112892317/,/15564/15565/16808/16809/16810/16911/16913/22317/,16913,16913,Allen,,,
isFi,"[187,44,204]","187,44,204",187,44,204,BB2CCC,17,1427,112892319,22319,intermediate stratum of isF,/15564/15565/16808/16809/16810/16911/16913/112892319/,/15564/15565/16808/16809/16810/16911/16913/22319/,16913,16913,Allen,,,
isFs,"[187,44,204]","187,44,204",187,44,204,BB2CCC,17,1428,112892321,22321,superficial stratum of isF,/15564/15565/16808/16809/16810/16911/16913/112892321/,/15564/15565/16808/16809/16810/16911/16913/22321/,16913,16913,Allen,,,
r1R,"[245,181,255]","245,181,255",245,181,255,F5B5FF,17,1432,16916,16916,r1 roof plate,/15564/15565/16808/16809/16915/16916/,/15564/15565/16808/16809/16915/16916/,16915,16915,Allen,,,
r1A,"[238,93,255]","238,93,255",238,93,255,EE5DFF,17,1435,16919,16919,r1 alar plate,/15564/15565/16808/16809/16915/16919/,/15564/15565/16808/16809/16915/16919/,16915,16915,Allen,,,
r1B,"[190,74,204]","190,74,204",190,74,204,BE4ACC,17,1495,16967,16967,r1 basal plate,/15564/15565/16808/16809/16915/16967/,/15564/15565/16808/16809/16915/16967/,16915,16915,Allen,,,
r1F,"[167,65,179]","167,65,179",167,65,179,A741B3,17,1555,17022,17022,r1 floor plate,/15564/15565/16808/16809/16915/17022/,/15564/15565/16808/16809/16915/17022/,16915,16915,Allen,,,
CbCh,"[245,181,255]","245,181,255",245,181,255,F5B5FF,17,1433,16917,16917,cerebellar choroid tela,/15564/15565/16808/16809/16915/16916/16917/,/15564/15565/16808/16809/16915/16916/16917/,16916,16916,Allen,,,
r1RhL,"[245,181,255]","245,181,255",245,181,255,F5B5FF,17,1434,16918,16918,rhombic lip of r1R,/15564/15565/16808/16809/16915/16916/16918/,/15564/15565/16808/16809/16915/16916/16918/,16916,16916,Allen,,,
r1Av,"[238,93,255]","238,93,255",238,93,255,EE5DFF,17,1436,111220620,20620,ventricular zone of r1A,/15564/15565/16808/16809/16915/16919/111220620/,/15564/15565/16808/16809/16915/16919/20620/,16919,16919,Allen,,,
r1Am,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1437,111220622,20622,mantle zone of r1A,/15564/15565/16808/16809/16915/16919/111220622/,/15564/15565/16808/16809/16915/16919/20622/,16919,16919,Allen,,,
CbH,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1438,16920,16920,cerebellar hemisphere,/15564/15565/16808/16809/16915/16919/16920/,/15564/15565/16808/16809/16915/16919/16920/,16919,16919,Allen,,,
r1Ve,"[238,93,255]","238,93,255",238,93,255,EE5DFF,17,1468,16950,16950,r1 part of vestibular sensory column,/15564/15565/16808/16809/16915/16919/16950/,/15564/15565/16808/16809/16915/16919/16950/,16919,16919,Allen,,,
r1Tr,"[238,93,255]","238,93,255",238,93,255,EE5DFF,17,1476,16954,16954,r1 part of trigeminal sensory column,/15564/15565/16808/16809/16915/16919/16954/,/15564/15565/16808/16809/16915/16919/16954/,16919,16919,Allen,,,
r1Lim,"[238,93,255]","238,93,255",238,93,255,EE5DFF,17,1484,16959,16959,liminal part of alar r1,/15564/15565/16808/16809/16915/16919/16959/,/15564/15565/16808/16809/16915/16919/16959/,16919,16919,Allen,,,
CbH-EGL,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1439,16921,16921,external granular layer of CbH,/15564/15565/16808/16809/16915/16919/16920/16921/,/15564/15565/16808/16809/16915/16919/16920/16921/,16920,16920,Allen,,,
CbHv,"[238,93,255]","238,93,255",238,93,255,EE5DFF,17,1440,16922,16922,ventricular zone of CbH,/15564/15565/16808/16809/16915/16919/16920/16922/,/15564/15565/16808/16809/16915/16919/16920/16922/,16920,16920,Allen,,,
CbHm,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1442,16924,16924,mantle zone of CbH,/15564/15565/16808/16809/16915/16919/16920/16924/,/15564/15565/16808/16809/16915/16919/16920/16924/,16920,16920,Allen,,,
CbHLip,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1441,16923,16923,rhombic lip of CbH,/15564/15565/16808/16809/16915/16919/16920/16922/16923/,/15564/15565/16808/16809/16915/16919/16920/16922/16923/,16922,16922,Allen,,,
CbHp,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1443,16925,16925,periventricular stratum of CbH,/15564/15565/16808/16809/16915/16919/16920/16924/16925/,/15564/15565/16808/16809/16915/16919/16920/16924/16925/,16924,16924,Allen,,,
CbHi,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1445,16927,16927,intermediate stratum of CbH,/15564/15565/16808/16809/16915/16919/16920/16924/16927/,/15564/15565/16808/16809/16915/16919/16920/16924/16927/,16924,16924,Allen,,,
CbHs,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1456,16938,16938,superficial stratum of cerebellar hemisphere,/15564/15565/16808/16809/16915/16919/16920/16924/16938/,/15564/15565/16808/16809/16915/16919/16920/16924/16938/,16924,16924,Allen,,,
CbHWM,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1444,16926,16926,cerebellar white matter,/15564/15565/16808/16809/16915/16919/16920/16924/16925/16926/,/15564/15565/16808/16809/16915/16919/16920/16924/16925/16926/,16925,16925,Allen,,,
CbHN,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1446,16928,16928,cerebellar nuclei of CbH,/15564/15565/16808/16809/16915/16919/16920/16924/16927/16928/,/15564/15565/16808/16809/16915/16919/16920/16924/16927/16928/,16927,16927,Allen,,,
r1VeCb,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1454,16936,16936,r1 part of vestibulocerebellar nucleus,/15564/15565/16808/16809/16915/16919/16920/16924/16927/16936/,/15564/15565/16808/16809/16915/16919/16920/16924/16927/16936/,16927,16927,Allen,,,
A4,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1455,16937,16937,A4 noradrenergic cell group,/15564/15565/16808/16809/16915/16919/16920/16924/16927/16937/,/15564/15565/16808/16809/16915/16919/16920/16924/16927/16937/,16927,16927,Allen,,,
Int,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1447,16929,16929,intermediate (interpositus) cerebellar nucleus,/15564/15565/16808/16809/16915/16919/16920/16924/16927/16928/16929/,/15564/15565/16808/16809/16915/16919/16920/16924/16927/16928/16929/,16928,16928,Allen,,,
Lat,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1451,16933,16933,lateral (dentate) cerebellar nucleus,/15564/15565/16808/16809/16915/16919/16920/16924/16927/16928/16933/,/15564/15565/16808/16809/16915/16919/16920/16924/16927/16928/16933/,16928,16928,Allen,,,
IntA,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1448,16930,16930,anterior part of Int,/15564/15565/16808/16809/16915/16919/16920/16924/16927/16928/16929/16930/,/15564/15565/16808/16809/16915/16919/16920/16924/16927/16928/16929/16930/,16929,16929,Allen,,,
IntDL,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1449,16931,16931,dorsolateral part of Int,/15564/15565/16808/16809/16915/16919/16920/16924/16927/16928/16929/16931/,/15564/15565/16808/16809/16915/16919/16920/16924/16927/16928/16929/16931/,16929,16929,Allen,,,
IntP,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1450,16932,16932,posterior part of Int,/15564/15565/16808/16809/16915/16919/16920/16924/16927/16928/16929/16932/,/15564/15565/16808/16809/16915/16919/16920/16924/16927/16928/16929/16932/,16929,16929,Allen,,,
LatDL,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1452,16934,16934,dorsolateral part of Lat,/15564/15565/16808/16809/16915/16919/16920/16924/16927/16928/16933/16934/,/15564/15565/16808/16809/16915/16919/16920/16924/16927/16928/16933/16934/,16933,16933,Allen,,,
LatPC,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1453,16935,16935,parvicellular part of Lat,/15564/15565/16808/16809/16915/16919/16920/16924/16927/16928/16933/16935/,/15564/15565/16808/16809/16915/16919/16920/16924/16927/16928/16933/16935/,16933,16933,Allen,,,
CbHCx,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1457,16939,16939,cortex of cerebellar hemisphere,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/,16938,16938,Allen,,,
Sim,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1458,16940,16940,simple lobule,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/16940/,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/16940/,16939,16939,Allen,,,
Crus1,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1459,16941,16941,crus 1 of the ansiform lobule,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/16941/,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/16941/,16939,16939,Allen,,,
Crus2,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1460,16942,16942,crus 2 of the ansiform lobule,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/16942/,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/16942/,16939,16939,Allen,,,
PM,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1461,16943,16943,paramedian lobule,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/16943/,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/16943/,16939,16939,Allen,,,
Cop,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1462,16944,16944,copula of the pyramis,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/16944/,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/16944/,16939,16939,Allen,,,
PFl,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1463,16945,16945,paraflocculus,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/16945/,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/16945/,16939,16939,Allen,,,
Fl,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1464,16946,16946,flocculus,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/16946/,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/16946/,16939,16939,Allen,,,
MolH,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1465,16947,16947,molecular layer of CbHCx,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/16947/,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/16947/,16939,16939,Allen,,,
PkH,"[211,50,230]","211,50,230",211,50,230,D332E6,17,1466,16948,16948,Purkinje cell layer of CbHCx,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/16948/,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/16948/,16939,16939,Allen,,,
IGrH,"[187,44,204]","187,44,204",187,44,204,BB2CCC,17,1467,16949,16949,internal granular layer of CbHCx,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/16949/,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/16949/,16939,16939,Allen,,,
r1Vev,"[238,93,255]","238,93,255",238,93,255,EE5DFF,17,1469,16951,16951,ventricular zone of r1Ve,/15564/15565/16808/16809/16915/16919/16950/16951/,/15564/15565/16808/16809/16915/16919/16950/16951/,16950,16950,Allen,,,
r1Vem,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1470,16952,16952,mantle zone of r1Ve,/15564/15565/16808/16809/16915/16919/16950/16952/,/15564/15565/16808/16809/16915/16919/16950/16952/,16950,16950,Allen,,,
r1Vep,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1471,111220624,20624,periventricular stratum of r1Ve,/15564/15565/16808/16809/16915/16919/16950/16952/111220624/,/15564/15565/16808/16809/16915/16919/16950/16952/20624/,16952,16952,Allen,,,
r1Vei,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1473,111220626,20626,intermediate stratum of r1Ve,/15564/15565/16808/16809/16915/16919/16950/16952/111220626/,/15564/15565/16808/16809/16915/16919/16950/16952/20626/,16952,16952,Allen,,,
r1Ves,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1475,111220628,20628,superficial stratum of r1Ve,/15564/15565/16808/16809/16915/16919/16950/16952/111220628/,/15564/15565/16808/16809/16915/16919/16950/16952/20628/,16952,16952,Allen,,,
r1Trv,"[238,93,255]","238,93,255",238,93,255,EE5DFF,17,1477,16955,16955,ventricular zone of r1Tr,/15564/15565/16808/16809/16915/16919/16954/16955/,/15564/15565/16808/16809/16915/16919/16954/16955/,16954,16954,Allen,,,
r1Trm,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1478,16956,16956,mantle zone of r1Tr,/15564/15565/16808/16809/16915/16919/16954/16956/,/15564/15565/16808/16809/16915/16919/16954/16956/,16954,16954,Allen,,,
r1Trp,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1479,111220630,20630,periventricular stratum of r1Tr,/15564/15565/16808/16809/16915/16919/16954/16956/111220630/,/15564/15565/16808/16809/16915/16919/16954/16956/20630/,16956,16956,Allen,,,
r1Tri,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1480,111220632,20632,intermediate stratum of r1Tr,/15564/15565/16808/16809/16915/16919/16954/16956/111220632/,/15564/15565/16808/16809/16915/16919/16954/16956/20632/,16956,16956,Allen,,,
r1Trs,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1482,111220634,20634,superficial stratum of r1Tr,/15564/15565/16808/16809/16915/16919/16954/16956/111220634/,/15564/15565/16808/16809/16915/16919/16954/16956/20634/,16956,16956,Allen,,,
r1Limv,"[238,93,255]","238,93,255",238,93,255,EE5DFF,17,1485,16960,16960,ventricular zone of r1Lim,/15564/15565/16808/16809/16915/16919/16959/16960/,/15564/15565/16808/16809/16915/16919/16959/16960/,16959,16959,Allen,,,
r1Limm,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1486,16961,16961,mantle zone of r1Lim,/15564/15565/16808/16809/16915/16919/16959/16961/,/15564/15565/16808/16809/16915/16919/16959/16961/,16959,16959,Allen,,,
r1Limp,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1487,111220636,20636,periventricular stratum of r1Lim,/15564/15565/16808/16809/16915/16919/16959/16961/111220636/,/15564/15565/16808/16809/16915/16919/16959/16961/20636/,16961,16961,Allen,,,
r1Limi,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1491,111220638,20638,intermediate stratum of r1Lim,/15564/15565/16808/16809/16915/16919/16959/16961/111220638/,/15564/15565/16808/16809/16915/16919/16959/16961/20638/,16961,16961,Allen,,,
r1Lims,"[242,132,255]","242,132,255",242,132,255,F284FF,17,1493,111220640,20640,superficial stratum of r1Lim,/15564/15565/16808/16809/16915/16919/16959/16961/111220640/,/15564/15565/16808/16809/16915/16919/16959/16961/20640/,16961,16961,Allen,,,
r1Bv,"[190,74,204]","190,74,204",190,74,204,BE4ACC,17,1496,111220642,20642,ventricular zone of r1B,/15564/15565/16808/16809/16915/16967/111220642/,/15564/15565/16808/16809/16915/16967/20642/,16967,16967,Allen,,,
r1Bm,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1497,111220644,20644,mantle zone of r1B,/15564/15565/16808/16809/16915/16967/111220644/,/15564/15565/16808/16809/16915/16967/20644/,16967,16967,Allen,,,
r1BL,"[190,74,204]","190,74,204",190,74,204,BE4ACC,17,1498,16968,16968,lateral part of r1B,/15564/15565/16808/16809/16915/16967/16968/,/15564/15565/16808/16809/16915/16967/16968/,16967,16967,Allen,,,
r1BI,"[190,74,204]","190,74,204",190,74,204,BE4ACC,17,1515,16984,16984,intermediate part of r1B,/15564/15565/16808/16809/16915/16967/16984/,/15564/15565/16808/16809/16915/16967/16984/,16967,16967,Allen,,,
r1BM,"[190,74,204]","190,74,204",190,74,204,BE4ACC,17,1527,16994,16994,medial part of r1B,/15564/15565/16808/16809/16915/16967/16994/,/15564/15565/16808/16809/16915/16967/16994/,16967,16967,Allen,,,
r1BLv,"[190,74,204]","190,74,204",190,74,204,BE4ACC,17,1499,16969,16969,ventricular zone of r1BL,/15564/15565/16808/16809/16915/16967/16968/16969/,/15564/15565/16808/16809/16915/16967/16968/16969/,16968,16968,Allen,,,
r1BLm,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1500,16970,16970,mantle zone of r1BL,/15564/15565/16808/16809/16915/16967/16968/16970/,/15564/15565/16808/16809/16915/16967/16968/16970/,16968,16968,Allen,,,
r1BLp,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1501,16971,16971,periventricular stratum of r1BL,/15564/15565/16808/16809/16915/16967/16968/16970/16971/,/15564/15565/16808/16809/16915/16967/16968/16970/16971/,16970,16970,Allen,,,
r1BLi,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1506,16975,16975,intermediate stratum of r1BL,/15564/15565/16808/16809/16915/16967/16968/16970/16975/,/15564/15565/16808/16809/16915/16967/16968/16970/16975/,16970,16970,Allen,,,
r1BLs,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1510,16981,16981,superficial stratum of r1BL,/15564/15565/16808/16809/16915/16967/16968/16970/16981/,/15564/15565/16808/16809/16915/16967/16968/16970/16981/,16970,16970,Allen,,,
r1BLIZ,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1502,124372428,22428,r1 part of basolateral intermediate zone,/15564/15565/16808/16809/16915/16967/16968/16970/16971/124372428/,/15564/15565/16808/16809/16915/16967/16968/16970/16971/22428/,16971,16971,Allen,,,
LC,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1503,16972,16972,locus coeruleus,/15564/15565/16808/16809/16915/16967/16968/16970/16971/16972/,/15564/15565/16808/16809/16915/16967/16968/16970/16971/16972/,16971,16971,Allen,,,
Bar,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1504,16973,16973,nucleus of Barrington,/15564/15565/16808/16809/16915/16967/16968/16970/16971/16973/,/15564/15565/16808/16809/16915/16967/16968/16970/16971/16973/,16971,16971,Allen,,,
NPS,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1505,16974,16974,neuropeptide-S nucleus,/15564/15565/16808/16809/16915/16967/16968/16970/16971/16974/,/15564/15565/16808/16809/16915/16967/16968/16970/16971/16974/,16971,16971,Allen,,,
r1CG,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1507,16976,16976,r1 part of central gray,/15564/15565/16808/16809/16915/16967/16968/16970/16975/16976/,/15564/15565/16808/16809/16915/16967/16968/16970/16975/16976/,16975,16975,Allen,,,
Su5,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1508,16977,16977,supratrigeminal nucleus,/15564/15565/16808/16809/16915/16967/16968/16970/16975/16977/,/15564/15565/16808/16809/16915/16967/16968/16970/16975/16977/,16975,16975,Allen,,,
r1BLRt,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1509,16978,16978,r1 part of basolateral reticular formation,/15564/15565/16808/16809/16915/16967/16968/16970/16975/16978/,/15564/15565/16808/16809/16915/16967/16968/16970/16975/16978/,16975,16975,Allen,,,
r1MPL,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1511,16979,16979,r1 part of medial paralemniscal nucleus,/15564/15565/16808/16809/16915/16967/16968/16970/16981/16979/,/15564/15565/16808/16809/16915/16967/16968/16970/16981/16979/,16981,16981,Allen,,,
r1LPaL,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1512,16980,16980,r1 part of lateral paralemniscal nucleus,/15564/15565/16808/16809/16915/16967/16968/16970/16981/16980/,/15564/15565/16808/16809/16915/16967/16968/16970/16981/16980/,16981,16981,Allen,,,
r1ILL,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1513,16982,16982,r1 part of intermediate nucleus of the lateral lemniscus,/15564/15565/16808/16809/16915/16967/16968/16970/16981/16982/,/15564/15565/16808/16809/16915/16967/16968/16970/16981/16982/,16981,16981,Allen,,,
RR,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1514,16983,16983,retrorubral nucleus (superficial part of PPTg),/15564/15565/16808/16809/16915/16967/16968/16970/16981/16983/,/15564/15565/16808/16809/16915/16967/16968/16970/16981/16983/,16981,16981,Allen,,,
r1BIv,"[190,74,204]","190,74,204",190,74,204,BE4ACC,17,1516,16985,16985,ventricular zone of r1BI,/15564/15565/16808/16809/16915/16967/16984/16985/,/15564/15565/16808/16809/16915/16967/16984/16985/,16984,16984,Allen,,,
r1BIm,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1517,16986,16986,mantle zone of r1BI,/15564/15565/16808/16809/16915/16967/16984/16986/,/15564/15565/16808/16809/16915/16967/16984/16986/,16984,16984,Allen,,,
r1BIp,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1518,16987,16987,periventricular stratum of r1BI,/15564/15565/16808/16809/16915/16967/16984/16986/16987/,/15564/15565/16808/16809/16915/16967/16984/16986/16987/,16986,16986,Allen,,,
r1BIi,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1522,16990,16990,intermediate stratum of r1BI,/15564/15565/16808/16809/16915/16967/16984/16986/16990/,/15564/15565/16808/16809/16915/16967/16984/16986/16990/,16986,16986,Allen,,,
r1BIs,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1525,16993,16993,superficial stratum of r1BI,/15564/15565/16808/16809/16915/16967/16984/16986/16993/,/15564/15565/16808/16809/16915/16967/16984/16986/16993/,16986,16986,Allen,,,
r1BICG,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1519,16988,16988,r1 part of basointermediate central gray,/15564/15565/16808/16809/16915/16967/16984/16986/16987/16988/,/15564/15565/16808/16809/16915/16967/16984/16986/16987/16988/,16987,16987,Allen,,,
r1MDTg,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1520,16989,16989,r1 part of mediodorsal tegmental nucleus,/15564/15565/16808/16809/16915/16967/16984/16986/16987/16989/,/15564/15565/16808/16809/16915/16967/16984/16986/16987/16989/,16987,16987,Allen,,,
r1BIIZ,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1521,124372436,22436,r1 part of BI intermediate zone,/15564/15565/16808/16809/16915/16967/16984/16986/16987/124372436/,/15564/15565/16808/16809/16915/16967/16984/16986/16987/22436/,16987,16987,Allen,,,
r1BIRt,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1523,16991,16991,r1 part of basointermediate reticular formation,/15564/15565/16808/16809/16915/16967/16984/16986/16990/16991/,/15564/15565/16808/16809/16915/16967/16984/16986/16990/16991/,16990,16990,Allen,,,
r1SubC,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1524,16992,16992,"nucleus subcoeruleus, r1 part",/15564/15565/16808/16809/16915/16967/16984/16986/16990/16992/,/15564/15565/16808/16809/16915/16967/16984/16986/16990/16992/,16990,16990,Allen,,,
r1LPn,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1526,124372440,22440,r1 part of lateral pontine nuclei,/15564/15565/16808/16809/16915/16967/16984/16986/16993/124372440/,/15564/15565/16808/16809/16915/16967/16984/16986/16993/22440/,16993,16993,Allen,,,
r1BMv,"[190,74,204]","190,74,204",190,74,204,BE4ACC,17,1528,16995,16995,ventricular zone of r1BM,/15564/15565/16808/16809/16915/16967/16994/16995/,/15564/15565/16808/16809/16915/16967/16994/16995/,16994,16994,Allen,,,
r1BMm,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1529,16996,16996,mantle zone of r1BM,/15564/15565/16808/16809/16915/16967/16994/16996/,/15564/15565/16808/16809/16915/16967/16994/16996/,16994,16994,Allen,,,
r1BMp,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1530,16997,16997,periventricular stratum of r1BM,/15564/15565/16808/16809/16915/16967/16994/16996/16997/,/15564/15565/16808/16809/16915/16967/16994/16996/16997/,16996,16996,Allen,,,
r1BMi,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1537,17004,17004,intermediate stratum of r1BM,/15564/15565/16808/16809/16915/16967/16994/16996/17004/,/15564/15565/16808/16809/16915/16967/16994/16996/17004/,16996,16996,Allen,,,
r1BMs,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1546,17013,17013,superficial stratum of r1BM,/15564/15565/16808/16809/16915/16967/16994/16996/17013/,/15564/15565/16808/16809/16915/16967/16994/16996/17013/,16996,16996,Allen,,,
r1DR,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1531,16998,16998,r1 part of dorsal raphe nucleus,/15564/15565/16808/16809/16915/16967/16994/16996/16997/16998/,/15564/15565/16808/16809/16915/16967/16994/16996/16997/16998/,16997,16997,Allen,,,
Sph,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1532,16999,16999,sphenoid nucleus,/15564/15565/16808/16809/16915/16967/16994/16996/16997/16999/,/15564/15565/16808/16809/16915/16967/16994/16996/16997/16999/,16997,16997,Allen,,,
DTg,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1533,17000,17000,dorsal tegmental nucleus,/15564/15565/16808/16809/16915/16967/16994/16996/16997/17000/,/15564/15565/16808/16809/16915/16967/16994/16996/16997/17000/,16997,16997,Allen,,,
r1BMCG,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1536,17003,17003,r1 basomedial central gray,/15564/15565/16808/16809/16915/16967/16994/16996/16997/17003/,/15564/15565/16808/16809/16915/16967/16994/16996/16997/17003/,16997,16997,Allen,,,
DTgC,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1534,17001,17001,core part of DTg,/15564/15565/16808/16809/16915/16967/16994/16996/16997/17000/17001/,/15564/15565/16808/16809/16915/16967/16994/16996/16997/17000/17001/,17000,17000,Allen,,,
DTgS,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1535,17002,17002,shell part of DTg,/15564/15565/16808/16809/16915/16967/16994/16996/16997/17000/17002/,/15564/15565/16808/16809/16915/16967/16994/16996/16997/17000/17002/,17000,17000,Allen,,,
IPA,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1538,17005,17005,apical interpeduncular nucleus,/15564/15565/16808/16809/16915/16967/16994/16996/17004/17005/,/15564/15565/16808/16809/16915/16967/16994/16996/17004/17005/,17004,17004,Allen,,,
Rbd,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1539,17006,17006,rhabdoid interpeduncular nucleus,/15564/15565/16808/16809/16915/16967/16994/16996/17004/17006/,/15564/15565/16808/16809/16915/16967/16994/16996/17004/17006/,17004,17004,Allen,,,
VTg,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1540,17007,17007,ventral tegmental nucleus,/15564/15565/16808/16809/16915/16967/16994/16996/17004/17007/,/15564/15565/16808/16809/16915/16967/16994/16996/17004/17007/,17004,17004,Allen,,,
ATg,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1541,17008,17008,anterior tegmental nucleus,/15564/15565/16808/16809/16915/16967/16994/16996/17004/17008/,/15564/15565/16808/16809/16915/16967/16994/16996/17004/17008/,17004,17004,Allen,,,
